transaction_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,,,
808,3433,1/22/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410,,,
3217,2634,6/24/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667,,,
2087,610,4/4/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,36146,,,
3262,771,3/30/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,38647,,,
871,1946,10/3/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,,,
2168,960,3/7/2017,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698,,,
51,857,3/18/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334,,,
1445,1821,11/14/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37626,,,
2600,19,9/19/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,39427,,,
2505,84,12/2/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,36146,,,
3263,1915,10/30/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,,,
1060,2465,6/13/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750,,,
2379,2253,5/17/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823,,,
503,682,4/5/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36498,,,
844,2097,5/22/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701,,,
1266,109,6/21/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064,,,
3264,1938,3/20/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,42458,,,
2320,831,3/5/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707,,,
1984,2012,12/17/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667,,,
891,495,1/3/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303,,,
1340,2867,7/14/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,,,
1908,239,3/18/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,,,
2670,2295,8/30/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34170,,,
2213,2374,12/16/2017,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996,,,
141,1217,8/16/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586,,,
152,385,10/13/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,40672,,,
3265,2370,12/10/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922,,,
2632,978,5/29/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915,,,
552,1691,1/1/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915,,,
2435,875,4/26/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,42226,,,
1547,622,4/8/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873,,,
1928,1873,8/31/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38750,,,
1192,770,10/5/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,36146,,,
1360,1688,6/22/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553,,,
1619,1743,6/19/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499,,,
498,776,11/14/2017,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779,,,
2472,1838,4/23/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526,,,
1993,2062,4/8/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009,,,
2107,1736,4/10/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,,,
2783,2436,1/15/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922,,,
1511,254,4/14/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553,,,
2829,3074,12/20/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,38647,,,
2189,3181,11/29/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,,,
146,701,11/28/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42172,,,
812,2684,11/22/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145,,,
3266,1536,11/25/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,35160,,,
2743,2798,7/8/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,35160,,,
3267,13,2/16/2017,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,35378,,,
833,508,7/28/2017,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,36498,,,
2325,1343,1/7/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,,,
1706,2166,10/15/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105,,,
2586,2009,4/8/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,35560,,,
10,3262,10/14/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573,,,
3231,194,2/9/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145,,,
3004,674,8/30/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707,,,
2272,2185,8/6/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071,,,
673,669,8/2/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079,,,
2006,21,12/24/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,41922,,,
943,2911,1/15/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750,,,
2930,2445,10/17/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750,,,
1735,2232,2/26/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35470,,,
2453,625,4/15/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38750,,,
752,2524,3/28/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626,,,
2199,3377,6/8/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618,,,
2682,413,7/16/2017,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996,,,
1222,1104,3/9/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659,,,
664,3048,11/19/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915,,,
1609,719,9/11/2017,1,Approved,WeareA2B,Road,low,medium,1223.24,556.0469512,38199.77655,,,
2983,1090,10/20/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539,,,
638,1400,1/7/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455,,,
620,1952,2/2/2017,0,Approved,Solex,Road,medium,large,1777.8,820.78,34115,,,
1565,1227,4/15/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,34556,,,
1044,3250,10/6/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915,,,
673,669,12/22/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,,,
2741,2565,9/6/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33888,,,
2940,1124,4/13/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,42172,,,
1071,1812,1/22/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,35560,,,
2515,2476,12/4/2017,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560,,,
2289,1988,7/13/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,42105,,,
1605,1154,2/22/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,34143,,,
1210,2351,5/15/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,38647,,,
2463,2556,12/16/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880,,,
1541,2462,9/12/2017,0,Cancelled,Solex,Standard,medium,medium,100.35,75.26,36367,,,
1282,1619,3/22/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,41434,,,
161,3177,2/5/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378,,,
3268,3189,11/4/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36367,,,
2809,2082,1/22/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37626,,,
1935,2635,10/17/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,,,
1775,52,9/5/2017,0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226,,,
2160,148,1/17/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,33549,,,
634,1371,12/4/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649,,,
145,3067,5/19/2017,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258,,,
2795,3302,2/3/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336,,,
300,2202,3/31/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,35560,,,
2200,556,6/25/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,33552,,,
2860,436,11/10/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696,,,
415,750,7/27/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298,,,
883,2572,5/12/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,,,
708,2832,6/20/2017,1,Approved,WeareA2B,Standard,high,medium,541.44,556.0469512,38199.77655,,,
285,2530,8/20/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838,,,
1065,1640,3/24/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064,,,
738,928,10/4/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,37659,,,
2459,730,8/15/2017,0,Approved,Solex,Standard,medium,large,202.62,151.96,42458,,,
824,1181,3/5/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696,,,
720,3061,9/22/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,34071,,,
1449,1695,9/28/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40303,,,
455,941,11/25/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,37668,,,
952,2629,11/16/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701,,,
1656,985,12/16/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526,,,
3269,1636,5/14/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482,,,
436,1422,11/13/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526,,,
1056,1165,10/11/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002,,,
1580,1054,4/28/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41922,,,
3020,2625,1/23/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,35560,,,
2701,1675,1/17/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879,,,
1755,2573,11/15/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339,,,
1553,2329,12/20/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002,,,
765,3086,11/18/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888,,,
3270,3426,11/15/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779,,,
2663,2182,2/2/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37539,,,
1391,358,2/27/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206,,,
2994,1956,11/27/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,37874,,,
2891,2641,10/11/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,,,
3271,584,8/20/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,41345,,,
2345,353,3/28/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,40487,,,
381,1595,5/11/2017,0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226,,,
781,1731,10/27/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482,,,
3272,863,6/20/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553,,,
2073,1095,12/16/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40779,,,
1039,2386,10/7/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499,,,
696,1084,4/2/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455,,,
209,621,6/26/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874,,,
3273,1439,8/15/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071,,,
3274,3066,5/12/2017,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,33888,,,
2168,960,10/13/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,39031,,,
3145,2806,6/8/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245,,,
2831,1790,9/21/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,,,
1693,2968,7/12/2017,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996,,,
2197,2726,5/30/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259,,,
2460,377,7/5/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487,,,
2344,1185,1/13/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,40670,,,
2596,1728,9/24/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696,,,
616,3109,3/23/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,38991,,,
700,2414,12/26/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,40672,,,
1101,1419,2/14/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888,,,
1369,3327,10/11/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833,,,
2119,2132,11/11/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41009,,,
1403,2730,7/7/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,,,
2426,3283,11/16/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37220,,,
655,1929,1/8/2017,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533,,,
2352,3293,11/25/2017,1,Approved,Solex,Touring,medium,large,2083.94,675.03,41533,,,
1130,1969,10/30/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,37659,,,
902,2401,9/16/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,39298,,,
1134,1533,1/5/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36145,,,
2551,1022,10/8/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586,,,
1333,3169,1/5/2017,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37220,,,
1148,853,1/8/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,36668,,,
472,2560,4/21/2017,0,Approved,Solex,Road,medium,large,1777.8,820.78,40670,,,
1054,1482,10/23/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498,,,
3166,3133,4/21/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526,,,
3069,432,5/15/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,40410,,,
346,2993,5/15/2017,0,Cancelled,WeareA2B,Touring,medium,large,1362.99,57.74,34079,,,
3115,3014,9/29/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,,,
3275,3434,10/27/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649,,,
1999,1546,3/3/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38482,,,
3276,474,9/24/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160,,,
1131,635,9/14/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41167,,,
1562,1348,9/7/2017,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,,,
2431,2630,4/7/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710,,,
823,1527,2/4/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618,,,
3137,218,7/2/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626,,,
862,1000,10/21/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848,,,
215,2036,12/5/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848,,,
1277,748,4/27/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667,,,
3075,2333,5/8/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35160,,,
1184,2088,12/21/2017,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052,,,
1466,2737,9/5/2017,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833,,,
595,3245,7/28/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244,,,
585,818,10/3/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429,,,
362,892,1/2/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064,,,
2101,3165,3/5/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,,,
2298,8,10/21/2017,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698,,,
282,2860,1/8/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145,,,
1485,1153,12/13/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838,,,
1214,1957,10/10/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,,,
2601,2943,5/26/2017,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996,,,
913,34,2/13/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,,,
698,418,1/26/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193,,,
262,1720,7/17/2017,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,34556,,,
1575,2951,3/21/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079,,,
2695,2127,11/28/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991,,,
2699,1985,1/12/2017,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37337,,,
1250,2550,6/9/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707,,,
702,1694,9/10/2017,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37668,,,
1783,2067,9/28/2017,1,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556,,,
880,662,4/21/2017,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002,,,
858,3182,3/9/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,,,
3277,706,7/30/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36668,,,
639,2285,7/11/2017,1,Approved,Solex,Standard,medium,medium,575.27,431.45,41345,,,
269,302,1/20/2017,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482,,,
601,761,7/24/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35052,,,
3278,619,2/25/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,,,
1059,1398,7/6/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,33552,,,
968,2796,1/2/2017,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434,,,
2211,1959,5/10/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,35455,,,
2866,913,9/8/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556,,,
2972,1602,10/13/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833,,,
1321,3447,3/17/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573,,,
2388,1539,7/17/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105,,,
2392,2720,8/4/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888,,,
3279,2145,6/19/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,37698,,,
2180,3264,2/13/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,36145,,,
2787,2230,10/26/2017,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258,,,
545,823,10/14/2017,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,,,
3280,2431,5/26/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,35378,,,
1425,979,6/3/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226,,,
2190,1014,9/22/2017,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38750,,,
1742,172,12/19/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245,,,
2333,1906,5/24/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,,,
168,3151,3/25/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37220,,,
2886,329,5/19/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193,,,
1210,2351,1/22/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533,,,
3281,2909,1/15/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,,,
2883,328,10/25/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,,,
1776,963,7/4/2017,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,34586,,,
74,1346,12/15/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710,,,
3121,2686,12/1/2017,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,,,
2793,1455,11/28/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,35560,,,
1112,1356,12/8/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553,,,
3146,878,6/24/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,37873,,,
3000,601,11/2/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,36361,,,
1726,2301,7/13/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35470,,,
2054,2886,5/24/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009,,,
2392,2720,7/4/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,,,
2240,882,4/11/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,41047,,,
2246,91,12/15/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42172,,,
2975,498,11/9/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38206,,,
3282,526,7/29/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,37337,,,
1295,3075,9/16/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873,,,
3283,2172,2/8/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,42710,,,
1375,1074,11/29/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37220,,,
875,860,9/3/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784,,,
1165,1389,2/19/2017,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833,,,
2833,744,4/24/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,36361,,,
2832,2480,7/4/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41848,,,
1860,739,10/12/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880,,,
370,3195,11/11/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105,,,
53,2549,11/3/2017,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,38991,,,
1355,153,5/2/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37668,,,
2959,1221,11/16/2017,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,34071,,,
2167,2418,11/7/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,35378,,,
1988,1585,7/8/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498,,,
701,1286,10/30/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618,,,
1024,2576,9/26/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298,,,
2500,2483,4/17/2017,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707,,,
2099,3364,2/7/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,,,
806,1710,10/11/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115,,,
193,2889,3/15/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37499,,,
2451,123,2/9/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618,,,
71,3307,5/31/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,,,
564,266,11/24/2017,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498,,,
1108,668,9/22/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618,,,
876,2627,11/6/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38206,,,
2564,2695,12/17/2017,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,39880,,,
3284,2614,12/10/2017,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996,,,
2427,790,3/1/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,,,
1335,830,7/23/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,34143,,,
927,235,12/28/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,,,
108,1076,7/15/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,,,
265,1826,8/12/2017,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34244,,,
1966,1451,10/8/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,34996,,,
663,3486,4/27/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079,,,
1542,865,6/10/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,,,
1924,2830,5/30/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,,,
2259,2150,1/3/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,40303,,,
2739,1630,10/19/2017,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434,,,
3082,2122,12/7/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38002,,,
2971,1973,8/6/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38002,,,
1725,598,4/6/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,,,
